,Name,Text,Time,Word count
501,President Donald J. Trump,"So you did that and they call you a super predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990… And that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did. You call them super predators, and you’ve called them worse than that. Because you look back at your testimony over the years, you’ve called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”",28:45,169
502,President Donald J. Trump,"I don’t think you have any law enforcement. You can’t even say the word law enforcement. Because if you say those words, you’re going to lose all of your radical left supporters. And why aren’t you saying those words, Joe? Why don’t you say the words law enforcement? Because you know what? If called us in Portland, we would put out that fire in a half an hour. But they won’t do it, because they’re run by radical left Democrats. If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order, but you don’t. The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left. And they’ve got you wrapped around their finger, Joe, to a point where you don’t want to say anything about law and order. And I’ll tell you what, the people of this country want and demand law and order and you’re afraid to even say it.",29:39,199
503,Chris Wallace,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?",30:35,65
504,Vice President Joe Biden,"Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out.",30:59,127
505,Vice President Joe Biden,"We’re going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate.",31:38,80
506,Chris Wallace,"All right, Mr.-",32:04,3
507,President Donald J. Trump,What is peaceful protest? When they run through the middle of the town-,32:05,13
508,Chris Wallace,President Trump-,32:08,2
509,President Donald J. Trump,… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].,32:09,15
510,Vice President Joe Biden,That is not peaceful protest.,32:11,5
511,President Donald J. Trump,"No it’s not, but you say it is.",32:13,8
512,Chris Wallace,"President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment.",32:15,27
513,President Donald J. Trump,Fine.,32:21,1
514,Chris Wallace,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?",32:21,45
515,President Donald J. Trump,"I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]",32:42,62
516,Chris Wallace,What is radical about racial sensitivity training?,33:02,7
517,President Donald J. Trump,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen.",33:05,114
518,Chris Wallace,Vice President Biden.,33:38,3
519,Vice President Joe Biden,Nobody’s doing that. He’s the racist.,33:39,6
520,President Donald J. Trump,You just don’t know.,33:42,4
521,Vice President Joe Biden,Here’s the deal. I know a lot more about this- [crosstalk 00:15:43].,33:43,12
522,Chris Wallace,Let him finish.,33:45,3
523,Vice President Joe Biden,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American.",33:47,173
524,Chris Wallace,"Vice President… I mean, President Trump, sir.",34:41,7
525,President Donald J. Trump,"During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now.",34:43,52
526,Vice President Joe Biden,Oh my Lord.,35:01,3
527,President Donald J. Trump,But the reason-,35:01,3
528,Vice President Joe Biden,This is ridiculous.,35:02,3
529,President Donald J. Trump,… is that the Democrats that run these cities-,35:03,9
530,Vice President Joe Biden,Absolutely ridiculous.,35:05,2
531,President Donald J. Trump,"… don’t want to talk, like you, about law and order.",35:06,11
532,Vice President Joe Biden,Violent crime-,35:08,2
533,President Donald J. Trump,And you still haven’t mentioned. Are you in favor of law and order?,35:09,13
534,Vice President Joe Biden,I’m in favor of law. You- [crosstalk 00:35:15].,35:12,8
535,President Donald J. Trump,Are you in favor of law and order? [crosstalk 00:35:17],35:14,10
536,Chris Wallace,"You asked a question, let him finish. [crosstalk 00:35:18] Let him answer.",35:16,12
537,Vice President Joe Biden,"Law and order with justice, where people get treated fairly.",35:20,10
538,President Donald J. Trump,Okay.,35:23,1
539,Vice President Joe Biden,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch.",35:24,22
540,President Donald J. Trump,It went down much more in ours.,35:31,7
541,Chris Wallace,"All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.",35:33,24
542,President Donald J. Trump,The places we had trouble were democratic run cities-,35:41,9
543,Chris Wallace,"That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…",35:44,53
544,Chris Wallace,"It’s like Tulsa and Fort worth. So the question is, is this really a party issue?",36:03,16
545,President Donald J. Trump,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before.",36:05,135
546,Vice President Joe Biden,He wouldn’t know a suburb unless you took a wrong turn.,36:45,11
547,President Donald J. Trump,"Oh, I know suburbs so much that you.",36:47,8
548,Chris Wallace,Gentlemen wait a minute.,36:48,4
549,Vice President Joe Biden,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble.",36:50,104
550,Chris Wallace,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?",37:23,69
551,Vice President Joe Biden,"Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…",37:54,130
552,President Donald J. Trump,That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.,38:35,20
553,Vice President Joe Biden,That is not true.,38:39,4
554,President Donald J. Trump,He doesn’t have any law support. He has no law enforcement.,38:40,11
555,Vice President Joe Biden,That’s not true.,38:45,3
556,President Donald J. Trump,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time.",38:45,31
557,Vice President Joe Biden,We don’t have time to do anything.,38:54,7
558,President Donald J. Trump,"No, no think right now. Name one law enforcement group that came out in support of you.",38:55,17
559,Chris Wallace,"Now, gentleman. I think I’m going to tell I’m going to take back the bottom line.",39:00,16
560,President Donald J. Trump,There aren’t any.,39:03,3
561,Chris Wallace,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”",39:04,131
562,Vice President Joe Biden,I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.,39:50,42
563,Chris Wallace,But you’ve never called for the people…,40:02,7
564,President Donald J. Trump,He’s never done that.,40:02,4
565,Chris Wallace,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots.",40:02,31
566,Vice President Joe Biden,They can in fact take care of it if he just stay out of the way.,40:15,16
567,President Donald J. Trump,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business.,40:19,44
568,Chris Wallace,Go ahead sir.,40:33,3
569,Vice President Joe Biden,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about.",40:34,23
570,President Donald J. Trump,I don’t know who said that.,40:43,6
571,Vice President Joe Biden,I do.,40:44,2
572,President Donald J. Trump,Who?,40:45,1
573,Vice President Joe Biden,I think Kellyanne Conway.,40:46,4
574,President Donald J. Trump,I don’t think she said that.,40:48,6
575,Vice President Joe Biden,She said that.,40:48,3
576,President Donald J. Trump,I don’t think so.,40:49,4
577,Vice President Joe Biden,"Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time.",40:50,60
578,Chris Wallace,"Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…",41:10,23
579,President Donald J. Trump,Does it mean I have to answer his stuff.,41:16,9
580,Chris Wallace,You have repeatedly…,41:17,3
581,President Donald J. Trump,"Wait a second, you have made a statement.",41:18,8
582,Chris Wallace,You’ve been talking back and forth. I’m asking you.,41:19,9
583,President Donald J. Trump,I would love to end it.,41:22,6
584,Chris Wallace,You know sir if you want to switch seats we could very quickly can do that.,41:24,16
585,President Donald J. Trump,"I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard.",41:28,23
586,Chris Wallace,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.,41:33,63
587,President Donald J. Trump,"Sure, I’m will to do that.",41:57,6
588,Chris Wallace,Are you prepared specifically to do it.,41:59,7
589,President Donald J. Trump,I would say almost everything I see is from the left wing not from the right wing.,42:00,17
590,Chris Wallace,But what are you saying?,42:04,5
591,President Donald J. Trump,I’m willing to do anything. I want to see peace.,42:06,10
592,Chris Wallace,"Well, do it, sir.",42:08,4
593,Vice President Joe Biden,"Say it, do it say it.",42:09,6
594,President Donald J. Trump,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn.",42:10,24
595,Chris Wallace,White supremacist and right-wing militia.,42:14,5
596,President Donald J. Trump,"Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing.",42:18,35
597,Vice President Joe Biden,"He’s own FBI Director said unlike white supremacist, Antifa is an idea not an organization-",42:28,15
598,President Donald J. Trump,Oh you got to be kidding me.,42:35,7
599,Vice President Joe Biden,… not a militia. That’s what his FBI Director said.,42:36,10
600,President Donald J. Trump,"Well, then you know what, he’s wrong.",42:41,7
601,Chris Wallace,"We’re done, sir. Moving onto the next… [crosstalk 00:42:46]",42:42,9
602,President Donald J. Trump,Antifa is bad.,42:46,3
603,Vice President Joe Biden,"Every body in your administration tells you the true, it’s a bad idea. You have no idea about anything.",42:47,19
604,President Donald J. Trump,"You know what, Antifa is a dangerous radical group.",42:53,9
605,Chris Wallace,"All right, gentlemen we’re now moving onto the Trump-Biden record.",42:56,10
606,President Donald J. Trump,"And you ought to be careful of them, they’ll over throw you.",42:58,12
607,Chris Wallace,"I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes.",43:00,88
608,President Donald J. Trump,"Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going.",43:30,99
609,President Donald J. Trump,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill.",44:03,179
610,President Donald J. Trump,"When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record.",45:05,85
611,Chris Wallace,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted.",45:34,22
612,Vice President Joe Biden,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers.",45:42,93
613,President Donald J. Trump,You son got three and a half million dollars.,46:14,9
614,Vice President Joe Biden,"By the way, my son…",46:17,5
615,Chris Wallace,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?",46:19,40
616,Vice President Joe Biden,He never keeps his word.,46:33,5
617,Chris Wallace,"No, that was a rhetorical question.",46:34,6
618,Vice President Joe Biden,Can you get back 30 seconds?,46:37,6
619,Chris Wallace,"Yes. You may have, go ahead.",46:39,6
620,Vice President Joe Biden,"So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes.",46:42,149
621,President Donald J. Trump,Really?,47:39,1
622,Vice President Joe Biden,And I resent-,47:39,3
623,President Donald J. Trump,"Are you talking Hunter, are you talking about Hunter.",47:40,9
624,Vice President Joe Biden,"I’m talking about my son, Beau Biden, you’re talking about Hunter?",47:42,11
625,President Donald J. Trump,I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged.,47:44,20
626,Vice President Joe Biden,That’s not true he was not dishonorably discharged.,47:51,8
627,President Donald J. Trump,For cocaine use. And he didn’t have a job until you became vice president.,47:53,14
628,Vice President Joe Biden,None of that is true.,47:56,5
629,President Donald J. Trump,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places.",47:56,19
630,Vice President Joe Biden,That is not true.,48:01,4
631,President Donald J. Trump,He made a fortune and he didn’t have a job.,48:04,10
632,Vice President Joe Biden,"My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son.",48:07,33
633,President Donald J. Trump,But why was he given tens of millions of dollars?,48:17,10
634,Vice President Joe Biden,He wasn’t given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.,48:19,14
635,Chris Wallace,"We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here.",48:27,30
636,President Donald J. Trump,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.,48:35,17
637,Vice President Joe Biden,That is not true. That report is totally discredited.,48:39,9
638,President Donald J. Trump,Why did he get it?,48:43,5
639,Vice President Joe Biden,Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason.,48:45,18
640,Chris Wallace,I’d like to talk about climate change.,48:50,7
641,Vice President Joe Biden,So would I.,48:52,3
642,Chris Wallace,"Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?",48:53,92
643,President Donald J. Trump,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management.",49:27,129
644,Chris Wallace,"What do you believe about the science of climate change, sir?",50:09,11
645,President Donald J. Trump,"I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people.",50:13,42
646,Chris Wallace,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet.",50:25,17
647,President Donald J. Trump,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.",50:32,164
648,Chris Wallace,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?",51:25,32
649,President Donald J. Trump,Because it was driving energy prices through the sky.,51:35,9
650,Vice President Joe Biden,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,51:38,18
651,President Donald J. Trump,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.",51:44,81
652,Chris Wallace,But in the case of California they have simply ignored that.,52:06,11
653,President Donald J. Trump,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.",52:08,94
654,Chris Wallace,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.",52:34,82
655,Vice President Joe Biden,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…",53:03,190
656,Vice President Joe Biden,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”",54:03,192
657,Chris Wallace,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.",55:11,24
658,Vice President Joe Biden,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-",55:21,57
659,President Donald J. Trump,Not true. Not true-,55:39,4
660,Vice President Joe Biden,It’s all true. And here’s the deal-,55:40,7
661,President Donald J. Trump,"He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion.",55:42,25
662,Vice President Joe Biden,I’m talking about the Biden plan [crosstalk 00:55:51]-,55:49,8
663,Chris Wallace,"Let him go for a minute, and then you can go.",55:50,11
664,President Donald J. Trump,And rebuild the building.,55:52,4
665,Vice President Joe Biden,No.,55:53,1
666,President Donald J. Trump,It’s the dumbest-,55:53,3
667,Vice President Joe Biden,That is not-,55:54,3
668,President Donald J. Trump,… most ridiculous [crosstalk 00:55:56] where two car systems are out-,55:54,11
669,Vice President Joe Biden,Not true-,55:59,2
670,President Donald J. Trump,… where they want to take out the cows too.,56:00,10
671,Vice President Joe Biden,Not true.,56:01,2
672,President Donald J. Trump,"That’s not true either, right?",56:01,5
673,Vice President Joe Biden,Not true.,56:03,2
674,President Donald J. Trump,This is a 100 trillion-,56:04,5
675,Vice President Joe Biden,Simply… Look-,56:06,2
676,President Donald J. Trump,That’s more money than our country could make in 100 years [crosstalk 00:02:10]-,56:06,13
677,Vice President Joe Biden,That is simply not the case-,56:09,6
678,Chris Wallace,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.",56:14,72
679,Vice President Joe Biden,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41].",56:38,19
680,Chris Wallace,"Let him finish, sir.",56:42,4
681,Vice President Joe Biden,He doesn’t know how to do that-,56:43,7
682,President Donald J. Trump,100 million dollars.,56:45,3
683,Vice President Joe Biden,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-",56:46,71
684,President Donald J. Trump,I never said that at all-,57:05,6
685,Vice President Joe Biden,"Yeah, he did say that-",57:06,5
686,President Donald J. Trump,They made it up.,57:06,4
687,Vice President Joe Biden,And here’s the deal-,57:08,4
688,President Donald J. Trump,You make up a lot-,57:09,5
689,Vice President Joe Biden,"… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord.",57:10,112
690,Chris Wallace,"All right, gentlemen-",57:52,3
691,President Donald J. Trump,"Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-",57:52,17
692,Vice President Joe Biden,For 47-,57:56,2
693,President Donald J. Trump,"So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars.",57:56,46
694,Vice President Joe Biden,That is not my plan [crosstalk 00:58:10]. The Green New Deal [crosstalk 00:58:14] is not my plan. [crosstalk 00:58:15]-,58:08,19
695,Chris Wallace,Gentlemen-,58:15,1
696,President Donald J. Trump,"He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it.",58:16,32
697,Chris Wallace,Okay. [crosstalk 00:58:24] Mr. Vice President-,58:23,6
698,President Donald J. Trump,He called the military stupid bastards.,58:28,6
699,Vice President Joe Biden,I did not say that-,58:28,5
700,President Donald J. Trump,He said it on tape. [crosstalk 00:58:32]-,58:31,7
701,Chris Wallace,"Please, sir. [crosstalk 00:58:33] Stop.",58:31,5
702,President Donald J. Trump,I would never say that [crosstalk 00:58:35]-,58:34,7
703,Vice President Joe Biden,Play it. Play it-,58:35,4
704,Chris Wallace,Stop. Go ahead-,58:36,3
705,President Donald J. Trump,You’re on tape-,58:37,3
706,Chris Wallace,Mr. Vice President answered his final question.,58:38,7
707,Vice President Joe Biden,"The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44].",58:41,14
708,Chris Wallace,"I’m having a little trouble myself, but…",58:44,7
709,Vice President Joe Biden,Yeah.,58:47,1
710,Chris Wallace,And about the economy and about this question of what it’s going to cost.,58:48,14
711,Vice President Joe Biden,The economy-,58:52,2
712,Chris Wallace,The Green New Deal and the idea of what your environmental changes will do-,58:53,14
